"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"835","Longelo",2000-01-01,"Pierre-Philippe",NA,"Les migrations de populations du Kasai͏̈-Oriental vers la ville de Mbuji-Mayi (ex-Zaire), République Démocratique du Congo de la période pré-coloniale à nos jours"
"836","Johannes",2003-01-01,"Dominique",NA,"""Prophètes"" et ""humanistes"" : la conjoncture des sciences humaines et le champ intellectuel en France (1960-1980) dans l'analyse structurale et pragmatique du discours"
"837","Christine",2009-01-01,"Alain",NA,"La transparence dans les organisations à risque : une approche ethnographique dans le contrôle de la navigation aérienne"
"838","Pierre",2001-01-01,"Bertrand",NA,"Les campagnes françaises de l'agriculture à l'environnement (1945-2000) : politiques publiques, dynamiques sociales et enjeux territoriaux"
"839","Benoît",2010-01-01,"Philip",NA,"Le rapport au travail et à l'emploi des téléconseillers dans les centres d'appels en France et au Sénégal"
"840","Priscille",2010-01-01,"Catherine",NA,"Différence de traitement et traitements différientiels : les trajectoires de soins des femmes ""africaines"" en maternité publique"
"841","Rachid",2007-01-01,"Pierre",NA,"Statut au travail infériorisé et conflictualité salariale : des employé-e-s de boutique en France et en Belgique"
"842","Mayako",2007-01-01,"Rémy",NA,"Les aides à domicile et les auxiliaires de vie sociale dans la prise en charge des personnes âgées dépendantes au Japon (1999-2006)"
"843","Nathalie",2004-01-01,"Edmond",NA,"Jeunes issus de l'immigration et Islam : famille, école, travail et identifications religieuses"
"844","Alexandre",2003-01-01,"Norbert",NA,"La mobilité et l'organisation : la place de l'acteur"
"845","Laure de",2003-01-01,"Catherine",NA,"La transition théâtrale en Allemagne de l'Est : transformation des modes de régulation théâtrale et parcours professionnels des gens de théâtre"
"846","Geneviève",2002-01-01,"Danièle",NA,"Le rapport social entre médecins et infirmières à l'hôpital public"
"847","Alex",2007-01-01,"Jean-Pierre",NA,"La formation initiale des officiers : une comparaison européenne"
"848","Laurent",2004-01-01,"Alain",NA,"La place du travail et de la famille dans les emplois du temps"
"849","Simeng",2014-01-01,"Stéphane",NA,"Expériences migratoires au prisme des usages des soins psychiatriques : le cas de l’immigration chinoise en région parisienne : une enquête ethnographique en institution et dans les familles"
"850","Aude-Annabelle",2011-01-01,"André",NA,"Participation et gouvernance en Tunisie : rupture et permanence de l'action publique en milieu rural"
"851","Rolande",2015-06-18,"Emmanuel","Maurice","Enjeux identitaires et mobilité résidentielle dans le cadre de la rénovation urbaine"
"852","Guillaume",2017-09-15,"David","Stéphane","D’un collège à l’autre : sociologie des mobilités scolaires en cours de cursus collégien"
"853","Maria Costanza",2005-01-01,"Maxime",NA,"La conservation participative de la biodiversité et l'utilisation durable des ressources naturelles : l'étude de cas de la réserve de tigres de Sariska, India, Rajasthan"
"854","Elisabetta",2011-05-24,"Jean-Louis","Blandine","Associations et coopératives, hier et aujourd’hui : un regard sur la Sicile à partir du capital social"
"855","Dominique",2016-01-01,"Florence",NA,"L'engagement politique : la subjectivité comme conquête sociale"
"856","Georges Macaire",2019-05-10,"Philippe","Florence","Politiques pénales et enfermement carcéral au Cameroun : socio-anthropologie de la punition en contexte de démocratisation"
"857","Lucile",2013-11-15,"Birgitta","Patrice","Pour une sociologie des médias sociaux : Internet et la révolution médiatique : nouveaux médias et interactions"
"858","Elsa",2016-01-01,"Florence",NA,"L'Affiliation en crise : Les transformations du processus d'affiliation d'une population d'ingénieurs dans l'industrie automobile"
"859","Ossere, Julio",2015-02-05,"Pierre","Philippe","Les dynamiques de la décentralisation et leurs effets sur le développement territorial : analyse croisée des réalités du Congo et du Sénégal."
"860","Cécile",2015-10-20,"Xavier","Olivier","Les pratiques parentales comme outil de prévention : l'adaptation française de programmes de parentalité américains scientifiquement fondés"
"861","Pierre José Batista",2003-01-01,"Pierre-Philippe",NA,"Pouvoir politique et organisation sociale chez les Bakongo de l'Angola"
"862","Yannick",2018-11-27,"Xavier","Salvador","Étude de l'équilibre de vie des personnes présentant des troubles obsessionnels compulsifs : utilisation de stratégies d'adaptation pour faire face aux situations de déséquilibre occupationnel"
"863","Álvaro",2018-11-28,"Alain","Pierre-Henri","L'adolescence mutilée : grammaires de la souffrance au Chili et en France"
"864","Ayca",2018-09-21,"Jan","Élise","Émergence du « sujet col blanc » dans la société turque : expériences vécues, raisons d'agir et visions du monde"
"865","Ludovic",2019-06-17,"Fred","Rony","Les ressorts de l'(in)satisfaction : le cas du personnel international humanitaire"
"866","Montserrat",2018-11-16,"Rigas","Rosa","Les stratégies d'acteurs dans les collaborations scientifiques avec le Sud : chercheurs et agences de financement dans les sciences sociales"
"867","Clémence",2017-06-08,"Anne","Sylvie","« Osu », « baraques » et « batiman » : redessiner les frontières de l'urbain à Soolan (Saint-Laurent-du-Maroni, Guyane)"
"868","Vijit",2017-11-20,"Alain","Jan","Le compromis clandestin : la condition des migrants thaïlandais sans autorisation de séjour dans la métropole parisienne"
"869","Jingjing",2017-11-07,"Dominique","Bertrand","La gestion, l'utilisation, la consommation et la représentation de l'eau en Chine"
"870","Manuel",2019-03-08,"Marc","Carole","Transitions postscolaires et inégalité sociale à Lima : poursuite éducative et insertion professionnelle des jeunes de la génération «Ochentas»"
"871","Alexandra",2017-11-28,"François de","Bernard","Redéfinition du rôle parental au regard de la parentalité solo contemporaine"
"872","Marc",2004-01-01,"Norbert",NA,"Crise sociale et transformation des entreprises"
"873","Muriel",2004-01-01,"Pierre",NA,"Vague d'experts en mer d'Iroise : logiques d'action, communauté de métier, mobilisation et production scientifiques des acteurs de l'environnement"
"874","Claire",2000-01-01,"Jean-François",NA,"Identification d'un ""champ"" autour d'une ville : le Vaudreuil ville nouvelle (Val de Reuil) et son ""imaginaire bâtisseur"""
"875","Pierre-Louis",2010-01-01,"Noëlle",NA,"Du sémiotique au somatique : pour une approche neuroesthétique de la lecture empathique"
"876","Baye",2008-01-01,"Michel",NA,"L’appropriation différentielle de la maladie par les groupes sociaux : cas du sida au Mali"
"877","Frédéric",2000-01-01,"Claude",NA,"De ""l'entrepreneur au clair de lune"" au "" nouvel entrepreneur hongrois"" : processus institutionnels et biographiques de la création d'entreprise en Hongrie"
"878","Virginie",2006-01-01,"Patrice",NA,"L'état sanitaire en question : les administrations à l'épreuve des risques"
"879","Guillaume",2001-01-01,"Christian",NA,"Le prix du pétrole : ethnicité et gouvernance des conflits socio-écologiques en Equateur et en Colombie dans les années 1990"
"880","Mathieu",2016-11-18,"David","François","La fabrique des faits-divers : le travail des journalistes faits-diversiers dans la presse quotidienne locale"
"881","Ingrid",2015-09-26,"Jan","Yves","""Heimat Südtirol"" : la cohabitation des germanophones et des italophones dans le département de Bolzane (Italie)"
"882","Aurélien",2015-06-29,"François de","Danilo","Faire couple avec l'expérience du handicap moteur"
"883","Alicia",2011-01-01,"Didier",NA,"Identités et trajectoires subjectives des jeunes pauvres en Argentine"
"884","Mamadou",2003-01-01,"Aïssa",NA,"Les arabisants au Sénégal (dans l'action sociale, culturelle, économique et politique - 1973-1998)"
"885","Valentina Paola",2019-01-15,"Éric de","Athanasios","Le potentiel d'employabilité des jeunes adultes handicapés en Campanie : négociation entre obstacles et ressources"
"886","Anne",2018-11-26,"Alain","Pierre-Henri","Divan indien : pratiques de la psychanalyse et modes d'individualisation dans l'Inde urbaine contemporaine"
"887","Émilie",2017-11-07,"François de","Jacques","La gestion d'une identité « hors norme » dans la sphère professionnelle : l'exemple de l'homosexualité"
"888","Aissata",2018-11-13,"Marie-France","Emmanuel","Scolarisation des filles et genre : influence des rapports sociaux de sexe sur la scolarisation des filles au Niger"
"889","Caroline",2017-09-06,"Dominique","Marie","Acquisition et circulation du savoir « profane » et médical pour la prise en charge des maladies chroniques, en France, à l'essor du numérique et de la « démocratie sanitaire »"
"890","Keling",2005-01-01,"Mireille",NA,"Récits de l'étranger : Victor Segalen et Claude Ollier"
"891","Valérie",2003-01-01,"Pierre",NA,"Chômage et mobilisation collective : processus de formation et tentatives d'affirmation d'une force contestataire"
"892","Chakib",2000-01-01,"Pierre-Philippe",NA,"Le travail des enfants au Maroc"
"893","Julie",2015-01-01,"Vincent de",NA,"L'organisation paradoxante : le cas des multinationales du conseil"
"894","Hubert",2006-01-01,"Jean-Pierre",NA,"L'écologie politique : une idéologie de classes moyennes"
"895","Antoine",2011-01-01,"Bruno",NA,"Des loups dans la cité : éléments d'écologie pragmatiste"
"896","Loïc",2004-01-01,"Patrice",NA,"Fonctionnaliser la culture ? : action publique et culture hip-hop"
"897","Dominique",2003-01-01,"Jean-Pierre",NA,"L' essor du travail intérimaire : un symptôme de changement social ?"
"898","Adrien",2016-11-23,"Anne-Catherine","Muriel","L'internationalisation des grandes écoles d'ingénieurs françaises : une recomposition de la noblesse d'Etat"
"899","Monika",2009-01-01,"Jacqueline",NA,"Crèches, genre et société : les aléas de la politique familiale en Pologne post-communiste"
"900","Ho-Yeong",2000-01-01,"André",NA,"La construction de l'identité culturelle européenne : autour du débat sur l'exception culturelle"
"901","Su",2012-01-01,"María-Eugenia",NA,"Les identités féminines et la masculinité/féminité en Chine"
"902","Mathieu",2009-01-01,"Jacques",NA,"La représentation des Indiens dans le western américain, des années 1930 à nos jours"
"903","Dominique",2003-01-01,"Michel",NA,"Travail social : entre dislocation et appartenance, un imaginaire qui fait lien ? : une identité de travailleur social qui se reconstruit entre éthique, morale et résistance"
"904","Delphine",2010-01-01,"François de",NA,"Comment le médical devient familial : obésité et diabète de l'enfant"
"905","Nicolas",2005-01-01,"Dominique","Bruno","Recto-verso : lectures sociologiques des cartes postales"
"906","Nazan",2008-01-01,"Yves",NA,"La vulnérabilité de la Turquie au risque sismique : une analyse à partir des séismes de 1999"
"907","Rkia",2011-01-01,"Yves Charles","Bertrand","Les aspirations au retour des immigrés : le cas des travailleurs marocains"
"908","Lionel",2005-01-01,"Michel","Monique","Frères de son : les socialités et les sociabilités des Sound Systems technoïdes"
"909","Judith",2007-01-01,"Dominique","Jean","Le citoyen, le politique et l'expert à l'épreuve des dispositifs participatifs : étude de cas sur une conférence de citoyens sur la dépendance à l'automobile et discussion"
"910","Dimitra",2000-01-01,"Michel",NA,"Les stars masculines de cinéma comme mythes et symboles dans la société contemporaine"
"911","Stéphanie",2010-01-01,"Antigone",NA,"Élite populaire : de l'éducation populaire à l'égalité des chances"
"912","Ali",2000-01-01,"Pierre",NA,"Analyse socioculturelle des jeux sportifs traditionnels tunisiens"
"913","Fermín",2008-01-01,"Monique",NA,"Système éducatif et mobilité sociale en Colombie"
"914","Anne-Sophie",2007-01-01,"Dominique","Pierre-Noël","Le logement dans la Chine urbaine contemporaine : un lieu d'analyse stratégique pour les pratiques de consommation de la nouvelle classe moyenne cantonaise"
"915","Luciana",2008-01-01,"Bernard",NA,"La place des discours politiques et des débats intellectuels dans les représentations de la construction européenne : le cas de la Roumanie, 1945-2006"
