"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"920","Stéphanie",2012-11-16,"Vincent","François","La production d'une adhésion ""relative"" à une nouvelle politique sociale : le cas du dispositif de Réussite éducative à Toulouse de 2006 à 2009"
"921","Elodie",2011-01-01,"Frédéric",NA,"Division du travail dans l'institution policière : ethnographie d'un commissariat de Sécurité publique"
"922","Aurélien",2012-12-14,"Jean-Marc","Jean-Yves","Les objets d'ailleurs, ici et là-bas : perceptions, usages et significations des objets africains"
"923","Pascaline",2012-10-18,"Pascal","Jacques","La socialisation du joueur-adolescent : son voyage identitaire avec Les Sims®"
"924","Aurelien",2016-09-28,"Jean-Yves","Isabelle","Les dimensions spatiales de la vie sociale des bi-saisonniers mobiles du tourisme"
"925","Marylène Nadia",2012-12-06,"David","Béatrice","Le corps : instrument du comédien : gestuelle et mimesis, empreintes et vecteurs socioculturels et historiques"
"926","Dang Bao Chau",2014-05-26,"Hélène","Daniel","Du village vers la ville : statégies migratoires des enfants migrants économiques au Vietnam : le cas des petits couturiers à HoChiMinh ville"
"927","Laurent",2017-11-17,"Michel","Béatrice","La formation des goûts musicaux : une approche par les grammaires d’actions et les processus"
"928","Maxence",2015-09-07,"Jean-Paul","Gilles","Les cinéastes animaliers en France. D'une diversité des productions et des parcours à l'émergence d'un groupe professionnel"
"929","Julie",2019-05-20,"Tiphaine","Michel","Des cours de fermes à l'Unesco : la patrimonialisation du fest-noz en Bretagne"
"930","Perrine",2013-03-20,"Claude",NA,"Valorisation du travail et travail de valorisation : le mythe de l’entrepreneuriat de soi dans l’hôtellerie de chaîne"
"931","Yvette Marcela",2014-12-12,"Juan","Blandine","Les femmes de l'exil chilien : de l'Unité populaire vers la terre d'asile : une analyse en termes de rapports sociaux"
"932","Oumoul khairy Aby",2018-02-19,"Patrick","Catherine","Les papillons de cité : trajectoires scolaires et parcours socioprofessionnels d'un groupe de jeunes sans qualification au sein des dispositifs d'insertion : une étude de cas à Strasbourg"
"933","Said",2012-11-23,"Gilles","Éric","L'école algérienne à l’épreuve de la violence : contribution à une compréhension du phénomène au sein de collèges constantinois"
"934","Pierre",2015-04-09,"Patrick","Philippe","Le phénomène Le Pen : analyse relationnelle, historique et esthétique d'une singularité politique"
"935","Moise",2017-10-05,"Gilles","Bruno","Contribution des organisations non gouvernementales au développement social et économique du Mali : période 1960-2012"
"936","Valérie",2016-03-11,"Aziz","Jacques","La fonction de coordinateur dans les internats de l’éducation spécialisée : une approche sociologique des dynamiques professionnelles et des enjeux organisationnels du secteur social et médico-social"
"937","Maryline Chancia",2015-03-30,"Ahmed","Nacira","Les cadres : une population face aux mutations socioéconomiques dans un contexte postcolonial : le cas du Gabon (1970-2008)"
"938","Michaël",2011-01-01,"Maryse",NA,"Lille Sud, un quartier mosaïque : de l'image stigmatisée d'un quartier à la construction de micro territoires par ses jeunes habitants"
"939","Laurence",2014-11-14,"Michel","Béatrice","La fabrique d'une invention : parcours d'inventrices/inventeurs autonomes en France et au Québec"
"940","Nicolas",2017-11-30,"Michel","Marc-Henry","Solidarisations : Enquête sur les migrants en situation irrégulière et leurs soutiens"
"941","Aurélien",2013-01-01,"Jean-Noël",NA,"Formation et réformes des élites pongistes dans la Chine contemporaine : des oblats du socialisme à l'entrepreneur de soi"
"942","Aurélien",2013-01-24,"Jean-Michel","Bruno","L'inégalité devant la mort : Approche socio-anthropologique de la mortalité différentielle en France"
"943","Guillaume",2011-01-01,"Maurice",NA,"L'entrée de l’environnement dans le champ des pratiques agricoles : traduction, relocalisation des dispositifs de lutte contre l’érosion des sols en Alsace"
"944","Laurie",2012-11-21,"Vincent","Michel","L'influence des savoirs sur la construction des politiques énergétiques : le cas des énergies renouvelables en Midi Pyrénées"
"945","Sandra",2012-01-01,"Bertrand",NA,"La production des ancêtres : la généalogie : une pratique culturelle comme les autres ?"
"946","Rozenn",2016-11-15,"Laurence","Marc","Imaginaires coloniaux, mépris et migration : femmes japonaises et coréennes entre adaptation, contraintes et résignation"
"947","Kossi Dodzi",2011-11-21,"Gilles","Jean-Marie","Rapports de pouvoir et stratégies d'acteurs dans les relations interorganisationnelles Nord-Sud. Etude de cas : les partenariats de Brücke·Le pont (Suisse), EED et Pain pour le Monde (Allemagne) avec les ONG togolaises"
"948","Fanny",2016-11-25,"Vincent","Françoise","L'aménagement de l'habitat chez des couples de nouveaux retraités Baby-Boomers : vivre le présent, anticiper l'avenir ?"
"949","Emine",2013-01-01,"Ahmed",NA,"Le mariage polygame : matrimonialité conflictuelle, jurisprudence, réalités historiques et sociales en Turquie et en Algérie"
"950","Chenyan",2011-10-25,"Armel",NA,"L’action de la personne et la dynamique de la société : à travers le cas des écoles d'enfants migrants à Beijing"
"951","Marie",2019-02-13,"Laurence","Lilian","Faire entendre les voix en Chine : jeunesse qualifiée, autoritarisme négocié et civisme ordinaire"
"952","Dominique",2011-11-16,"Jean-Marc","Bruno","L'artiste au coeur des politiques urbaines pour une sociologie des ateliers-logements à Paris et en Ile-de-France"
"953","Lionel",2014-10-14,"Jean-Bruno","Agnès","Les controverses climatiques : une analyse socioépistémique"
"954","Taofick Raoul",2016-12-01,"Philippe","Jean-Marc","Les inégalités écologiques à l'aune du choléra : étude dans la ville de Cotonou au Bénin"
"955","Virginie",2017-12-15,"Alain","Annie","L'entrepreneure salariée à la barre de son aventure entrepreneuriale : une course au large en solitaire ou en équipage ? : Analyse de l'engagement entrepreneurial par le concept Genre : le cas des coopératives d’activités et d’emploi (CAE)"
"956","Guillaume",2016-10-14,"Myriam","Virginie","Etre jeune adulte diplômé et allocataire du Revenu de Solidarité Active (RSA) : des modes et des trajectoires de vie, en périphérie du salariat, entre tensions et négociations"
"957","Muriel",2016-12-05,"Catherine","Emmanuelle","Dynamiques des relations filles-garçons dans les quartiers populaires : la solidarité en tension : une comparaison franco-allemande"
"958","Frédéric",2016-09-14,"Myriam","Alain","Maltraitance-bientraitance : rapport à la violence et recomposition des pratiques professionnelles dans l'intervention sociale et médico-sociale"
"959","Bárbara",2015-03-06,"David","Rosane","L'avenir du corps : technoscience, piratage et métamorphose"
"960","Osvaldina dos Santos",2017-09-15,"Angelina",NA,"Frontières en mouvement et échanges économico-sexuels : dynamiques migratoires des Brésiliennes au Suriname, en passant par le Guyana et la Guyane française"
"961","Anne-Briac",2012-01-09,"Armel","Gilles","La place de la télémédecine à domicile dans lʼorganisation du système de santé en France"
"962","Joachim",2016-06-13,"Marlaine","Mathias","Les moniteurs et les monitrices de maison familiale rurale : modes d'accès au métier, interprétations des fonctions et déroulement des carrières"
"963","Vonnick",2013-12-11,"Laurent","Henri","Devenir un professionnel de la solidarité internationale : de l'apprentissage du métier de chargé de projets à la confrontation à un milieu professionnel sélectif"
"964","Isabelle",2019-11-19,"Laurent","Pascale","Des instituteurs aux managers de l'éducation populaire. Étude des trajectoires de salariés « permanents » de la ligue de l'enseignement"
"965","Elian",2010-09-20,"Martine","Gérard","Violences et socialisations : les formes de sociabilité des ""jeunes du quartier"""
"966","Eric",2011-10-15,"Jacques",NA,"Le territoire et la performance sportive de haut-niveau : étude anthropologique des succès de l'OGC Nice du stade brestois 29"
"967","Emmanuelle",2010-11-12,"Bernard","Danièle","Chirurgiens au féminin ? : socialisation chirurgicale et dispositions sexuées de femmes chirurgiens digestifs"
"968","Florian",2016-12-02,"Annie","Brigitte","Comment devient-on ""victime"" ? : le cas de surirradiés en milieu hospitalier"
"969","François",2018-12-17,"Laurent Sébastien","Corinne","De la jeunesse à l'emploi : sociologie d'une recomposition de l'Etat social sur la formation aux métiers de l'encadrement physique et sportif"
"970","Yves",2011-12-01,"Alain","Bertrand","Les fonctions sociales des troubles du comportement ou la gestion médicale des désordres sociaux"
"971","Frédéric",2011-05-25,"Jean-Pierre","Jean-Pierre","Les formes de peurs émergeant dans l'alimentation des sociétés occidentales contemporaines : analyse, déconstruction et reconstruction de discours et pratiques des acteurs de la filière du manger."
"972","Delina",2011-12-09,"Georges","Joël","L’immigration de la population domienne entre 1990 et 1999 : regard sur le processus d’intégration des natifs des DOM en métropole à travers les différentes instances de socialisation"
"973","Vulca",2015-10-16,"Nicoletta","Philippe","Les constructions de l'hétéronormativité : sexualité, masculinités et transition vers l'âge adulte chez de jeunes marocains en France et en Italie"
"974","Fabrice",2011-06-21,"Françoise",NA,"Entre l'école et l'entreprise la discrimination ethnico-raciale dans les stages : Une sociologie publique de l'ethnicisation des frontières et de l'ordre scolaires"
"975","Christine",2011-09-24,"Bernard","Bernadette de","Des catastrophes et des hommes : portrait d'une sociabilité événementielle. : le quotidien des inondations dans la basse vallée du Rhône entre 1755 et 2003"
"976","Célia",2011-11-28,"Nicole",NA,"L'apprentissage d'une pratique démocratique : l'exemple de la prise de parole en franc-maçonnerie"
"977","Geoffrey",2012-06-27,"Pascal",NA,"Changement cognitif ou transformation du rôle social de l'expert ? : sociologie des experts du risque routier dans une approche comparative France-Québec : le cas des audits de sécurité routière"
"978","Cécile",2000-01-01,"Yves",NA,"Presse et mouvement social : le cas des consommateurs du XVIIIe au XXE Siècle"
"979","Aurélie",2019-11-08,"Alain","Geneviève","Une mobilisation scolaire plurielle : des lycéens et leurs familles face au ""marché scolaire"" des cours particuliers"
"980","Madeleine",2017-11-16,"Alain","Alain","L'asymétrie des échanges interculturels : sociologie des relations partenariales d'ONG et d'EBS de solidarité internationale franco-sénégalais"
"981","Delphine",2017-10-09,"Bernard","Stéphane","Les sommets de l'excellence. Sociologie de l'excellence en alpinisme, au Royaume-Uni et en France, du XIXème siècle à nos jours"
"982","Elise",2012-02-22,"David","Pascal","Poétique du ""sauvage"" : une pratique de tatouage dans le monde contemporain"
"983","Cécile",2011-05-10,"Nicole","Mohamed","Les enjeux républicains des mutations curriculaires : ""l'enseignement du fait religieux"" en histoire au lycée"
"984","Christine",2012-01-12,"Anne-Sophie","Jocelyne","Manger pour croire : le halal comme incorporation d'une norme : étude transgénérationnelle de descendants de migrants ""berbères"""
"985","Marie",2018-12-03,"Philippe","Jean-Marc","Pour une sociologie de la ""maison durable"" : entre production d'une offre techno-centrée et vécu des habitants : projets et acteurs dans les espaces périurbains en Alsace"
"986","Krikou",2017-04-27,"Patrick","Manola","Diaspora ivoirienne en Ile-de-France et construction identitaire en migration : une analyse socio-anthropologique du fait associatif"
"987","Linda E.",2019-09-23,"Anne-Sophie","Irene","Référence musulmane et expérience professionnelle : identités féminines à Paris et Berlin"
"988","Éva",2017-03-24,"Catherine","Irene","Etre visible ou invisible : l'engagement religieux au prisme de la performance : trajectoires de femmes musulmanes en Suisse romande"
"989","María-Eugenia",2011-03-28,"Paul",NA,"Parcours professionnels des jeunes en Argentine : Une étude longitudinale des pratiques professionnelles, des rapports à la vie professionnelle et des temporalités des jeunes de la Région Nord du Grand Buenos Aires, Argentine, dans un contexte historique de différenciation des parcours"
"990","Thierry",2012-11-08,"Patrick","Ali","Le quartier Figuerolles  à Montpellier : imaginaire et lien social"
"991","Loic",2011-01-06,"Alban",NA,"Le développement local dans un contexte de mondialisation : une confrontation entre théories et pratiques à partir de deux études de cas : Bamako (Mali) et Marseille"
